claim_id,claim_type,description,claim_amount,policy_age_months,prior_claims_count,prior_payout_total,days_since_policy_start_to_incident,claim_filed_delay_days,documentation_completeness,num_documents_submitted,claim_to_policy_value_ratio,has_witness,channel,claimant_age,is_fraud
CLM4169,health,"Underwent emergency surgery after an accident, submitting hospital bills.",50.0,55,0,0.0,975,5,1.0,5,0.246,0,call_center,69,0
CLM4170,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1097.26,32,0,0.0,643,30,0.85,4,0.421,0,call_center,30,0
CLM4171,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",532.31,52,0,0.0,488,53,0.59,1,0.248,1,agent,55,1
CLM4172,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4124.9,115,0,578.94,52,8,0.76,5,0.322,1,agent,74,0
CLM4173,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3756.5,77,0,0.0,318,42,0.54,4,0.474,1,online,43,0
CLM4174,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2943.47,103,0,812.74,418,45,0.82,5,0.271,0,online,27,0
CLM4175,health,"Physiotherapy sessions following a fracture, claiming session costs.",2950.35,6,0,441.99,458,9,0.88,7,0.145,1,call_center,48,0
CLM4176,health,"Physiotherapy sessions following a fracture, claiming session costs.",2548.33,47,0,0.0,250,43,0.65,2,0.49,0,online,66,1
CLM4177,auto,Vehicle stolen from the parking lot overnight.,6290.87,65,1,1914.36,900,30,0.96,4,0.679,0,agent,21,0
CLM4178,property,Pipe burst in the basement causing water damage to furniture.,6891.96,115,1,1408.69,696,58,0.6,4,0.292,0,online,40,1
CLM4179,health,"Underwent emergency surgery after an accident, submitting hospital bills.",50.0,23,0,698.19,896,30,0.78,4,0.436,0,agent,55,0
CLM4180,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1209.62,7,0,849.15,655,58,0.87,4,0.436,1,agent,66,0
CLM4181,travel,Luggage lost by the airline during an international transfer.,631.18,87,2,4096.02,261,45,0.83,3,0.01,1,call_center,28,1
CLM4182,property,Kitchen fire caused smoke damage to walls and ceiling.,4914.56,94,0,76.51,819,53,0.99,8,0.399,0,agent,58,1
CLM4183,property,Break-in resulted in stolen electronics and damaged front door.,4769.49,12,0,0.0,940,1,0.69,2,0.342,1,agent,24,0
CLM4184,health,Diagnostic tests and consultation fees for ongoing treatment.,4205.72,103,0,43.06,317,8,1.0,6,0.018,1,agent,68,0
CLM4185,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1058.23,89,0,0.0,386,52,0.97,7,0.459,1,call_center,36,0
CLM4186,travel,Personal belongings stolen from hotel room during vacation.,592.99,10,1,1623.8,68,51,1.0,2,0.066,1,online,26,0
CLM4187,auto,Vehicle stolen from the parking lot overnight.,1380.37,100,0,255.64,244,56,0.73,5,0.301,0,agent,32,0
CLM4188,auto,Side mirror and door dented in a parking lot accident.,6200.25,34,1,2364.54,247,45,0.67,3,0.419,1,agent,29,0
CLM4189,health,"Underwent emergency surgery after an accident, submitting hospital bills.",413.28,45,2,2881.48,94,22,0.84,6,0.49,1,call_center,49,0
CLM4190,property,Break-in resulted in stolen electronics and damaged front door.,11016.8,55,1,1630.95,837,22,1.0,4,0.293,1,agent,25,0
CLM4191,property,"Roof damaged during a storm, water leaking into the attic.",1377.99,97,0,0.0,393,19,0.97,5,0.355,0,agent,55,0
CLM4192,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",805.06,9,0,1343.66,489,22,0.86,6,0.566,1,call_center,71,0
CLM4193,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",763.28,36,2,3319.33,516,54,1.0,6,0.357,1,online,69,0
CLM4194,health,Diagnostic tests and consultation fees for ongoing treatment.,1581.88,3,0,63.56,650,39,0.73,6,0.107,1,call_center,37,1
CLM4195,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2897.14,19,1,2859.51,28,49,0.94,3,0.324,0,online,74,0
CLM4196,auto,Side mirror and door dented in a parking lot accident.,3696.17,61,0,554.25,480,18,0.8,4,0.511,1,online,46,0
CLM4197,property,Break-in resulted in stolen electronics and damaged front door.,5230.49,45,1,922.5,988,48,0.62,2,0.467,0,agent,51,1
CLM4198,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1337.66,76,2,3562.55,595,55,0.51,6,0.202,0,agent,21,1
CLM4199,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1153.06,79,2,3485.51,2,17,0.89,4,0.354,1,agent,52,1
CLM4200,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3115.67,41,1,1287.75,518,3,0.71,2,0.584,0,agent,26,0
CLM4201,auto,Side mirror and door dented in a parking lot accident.,4120.9,6,0,224.44,292,19,0.74,4,0.01,0,agent,33,0
CLM4202,health,Diagnostic tests and consultation fees for ongoing treatment.,1024.07,18,1,1059.69,145,40,0.96,4,0.506,1,online,50,1
CLM4203,property,"Roof damaged during a storm, water leaking into the attic.",7569.63,47,1,1470.44,552,10,0.98,7,0.237,0,call_center,34,0
CLM4204,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1720.32,39,0,0.0,655,21,0.88,2,0.379,1,call_center,37,0
CLM4205,auto,Vehicle stolen from the parking lot overnight.,5099.27,78,2,2921.25,5,41,0.88,8,0.987,1,call_center,64,1
CLM4206,travel,Luggage lost by the airline during an international transfer.,289.47,6,2,3951.88,552,23,0.82,3,0.195,1,call_center,45,0
CLM4207,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2076.29,47,1,1492.59,597,31,0.88,3,0.342,0,agent,71,0
CLM4208,property,Kitchen fire caused smoke damage to walls and ceiling.,3291.28,94,0,62.94,517,32,1.0,6,0.413,1,call_center,63,0
CLM4209,health,"Physiotherapy sessions following a fracture, claiming session costs.",2135.26,110,2,4035.2,379,7,0.83,3,0.384,0,agent,66,0
CLM4210,travel,Luggage lost by the airline during an international transfer.,881.77,75,0,251.22,252,31,0.88,5,0.369,0,call_center,34,0
CLM4211,property,"Tree fell on the garage during high winds, structural damage reported.",6623.13,40,0,0.0,569,36,0.99,8,0.47,0,online,27,0
CLM4212,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1740.91,97,1,198.33,847,35,1.0,7,0.534,1,online,74,0
CLM4213,auto,Vehicle stolen from the parking lot overnight.,1657.91,105,0,341.33,943,33,0.98,7,0.236,1,call_center,74,0
CLM4214,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",551.1,95,0,0.0,47,23,0.81,5,0.524,1,call_center,50,0
CLM4215,auto,"Collision on the highway, front end damage and airbag deployed.",3677.45,41,2,3498.24,234,59,0.65,4,0.289,1,call_center,67,0
CLM4216,travel,Personal belongings stolen from hotel room during vacation.,1159.12,59,0,597.52,871,48,1.0,6,0.307,1,online,47,0
CLM4217,property,"Roof damaged during a storm, water leaking into the attic.",50.0,56,0,438.25,271,17,0.78,7,0.263,1,call_center,49,0
CLM4218,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",619.22,53,0,0.0,400,15,1.0,4,0.238,1,call_center,57,0
CLM4219,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",586.02,30,1,2154.39,554,41,0.91,7,0.451,1,call_center,70,0
CLM4220,auto,Side mirror and door dented in a parking lot accident.,1790.06,17,0,214.49,169,56,0.86,4,0.438,0,call_center,74,0
CLM4221,property,"Roof damaged during a storm, water leaking into the attic.",7626.38,22,0,0.0,284,44,0.75,3,0.271,1,online,72,0
CLM4222,health,Diagnostic tests and consultation fees for ongoing treatment.,703.08,84,0,0.0,730,31,1.0,3,0.219,1,call_center,67,1
CLM4223,property,Pipe burst in the basement causing water damage to furniture.,2492.03,95,0,0.0,412,1,0.93,2,0.324,1,online,18,0
CLM4224,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",908.11,54,1,1775.19,550,21,0.61,5,0.686,0,online,41,0
CLM4225,auto,Vehicle stolen from the parking lot overnight.,2178.8,113,1,1579.38,822,18,0.63,4,0.452,0,call_center,28,0
CLM4226,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1502.75,71,1,1979.75,941,51,0.79,4,0.093,1,call_center,43,0
CLM4227,travel,Luggage lost by the airline during an international transfer.,689.04,94,0,455.48,556,11,0.8,5,0.222,0,online,30,0
CLM4228,property,Pipe burst in the basement causing water damage to furniture.,3460.08,8,0,188.26,854,18,1.0,8,0.52,1,online,45,0
CLM4229,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2840.29,50,0,0.0,999,25,0.83,0,0.502,1,agent,20,0
CLM4230,auto,Side mirror and door dented in a parking lot accident.,2304.25,97,0,0.0,777,53,0.95,7,0.459,1,agent,22,0
CLM4231,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1925.02,88,0,0.0,410,44,0.85,2,0.162,1,online,65,0
CLM4232,auto,"Collision on the highway, front end damage and airbag deployed.",3419.22,20,0,542.18,273,28,1.0,5,0.145,0,call_center,71,0
CLM4233,health,Diagnostic tests and consultation fees for ongoing treatment.,2603.84,33,1,1331.11,51,50,0.78,2,0.568,0,agent,40,0
CLM4234,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1637.44,24,0,775.16,840,45,0.82,5,0.467,0,call_center,74,0
CLM4235,auto,"Collision on the highway, front end damage and airbag deployed.",3231.36,99,0,0.0,752,44,0.64,5,0.308,1,call_center,49,0
CLM4236,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",1878.24,9,0,61.8,775,32,0.87,5,0.721,1,agent,42,1
CLM4237,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",946.88,4,0,0.0,318,56,0.88,5,0.249,0,online,54,0
CLM4238,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2978.54,11,0,879.43,6,45,0.6,2,0.409,1,agent,32,0
CLM4239,health,Diagnostic tests and consultation fees for ongoing treatment.,2569.84,93,0,303.24,867,38,0.72,5,0.284,0,agent,68,1
CLM4240,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3289.9,26,1,1775.77,386,38,0.77,3,0.637,1,online,58,0
CLM4241,property,"Tree fell on the garage during high winds, structural damage reported.",6149.2,88,1,1121.05,348,6,0.69,4,0.615,1,online,51,0
CLM4242,auto,"Collision on the highway, front end damage and airbag deployed.",6067.68,67,2,3075.68,868,9,0.7,4,0.527,0,online,19,0
CLM4243,auto,Side mirror and door dented in a parking lot accident.,4251.07,71,2,3253.72,514,4,0.68,1,0.474,1,agent,38,0
CLM4244,property,Break-in resulted in stolen electronics and damaged front door.,976.0,43,0,0.0,67,50,0.65,1,0.488,0,agent,69,1
CLM4245,property,Break-in resulted in stolen electronics and damaged front door.,3377.99,36,2,4235.78,588,23,1.0,7,0.449,0,call_center,18,0
CLM4246,property,"Roof damaged during a storm, water leaking into the attic.",7077.82,29,1,1311.16,2,10,0.82,5,0.318,1,agent,19,0
CLM4247,property,"Roof damaged during a storm, water leaking into the attic.",5759.72,58,1,1922.39,718,17,0.69,4,0.487,0,online,29,0
CLM4248,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1074.22,71,2,3676.63,374,32,1.0,6,0.37,0,agent,27,0
CLM4249,auto,Windshield cracked by a falling branch during a storm.,4423.68,35,0,45.09,112,51,0.88,2,0.518,1,agent,51,0
CLM4250,auto,Vehicle stolen from the parking lot overnight.,4818.73,87,0,70.31,51,17,0.78,4,0.475,0,online,58,0
CLM4251,travel,Luggage lost by the airline during an international transfer.,518.71,54,0,0.0,901,53,1.0,6,0.427,1,call_center,49,0
CLM4252,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",50.0,93,0,0.0,560,5,0.91,5,0.335,1,call_center,61,0
CLM4253,property,Pipe burst in the basement causing water damage to furniture.,7631.89,116,2,3494.21,824,25,0.97,6,0.627,1,call_center,33,0
CLM4254,property,"Tree fell on the garage during high winds, structural damage reported.",7682.06,79,0,0.0,556,52,1.0,5,0.363,0,agent,66,0
CLM4255,travel,Personal belongings stolen from hotel room during vacation.,102.93,117,0,0.0,315,10,0.75,4,0.379,0,call_center,68,0
CLM4256,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2003.26,108,0,362.19,243,17,1.0,8,0.197,1,online,29,0
CLM4257,auto,Windshield cracked by a falling branch during a storm.,3086.4,5,0,1013.23,244,59,0.88,6,0.481,0,call_center,52,1
CLM4258,auto,Windshield cracked by a falling branch during a storm.,1666.35,69,1,1863.37,581,57,0.87,4,0.404,1,call_center,49,0
CLM4259,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1321.73,104,0,0.0,634,49,0.89,3,0.265,1,online,23,0
CLM4260,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1207.08,89,0,0.0,405,58,0.8,7,0.784,0,agent,42,0
CLM4261,auto,Vehicle stolen from the parking lot overnight.,3039.27,81,1,2297.25,45,38,0.76,6,0.127,1,agent,26,0
CLM4262,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1273.27,68,2,3051.76,755,51,0.41,0,0.766,1,call_center,73,1
CLM4263,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",816.14,32,1,2363.4,73,5,1.0,6,0.553,0,agent,18,0
CLM4264,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1947.67,50,0,0.0,608,32,1.0,6,0.346,1,call_center,47,0
CLM4265,auto,Vehicle stolen from the parking lot overnight.,1830.58,59,1,1893.32,876,53,1.0,5,0.148,1,online,64,0
CLM4266,auto,Side mirror and door dented in a parking lot accident.,3135.36,42,1,1628.61,985,22,1.0,3,0.427,0,agent,30,0
CLM4267,travel,Personal belongings stolen from hotel room during vacation.,656.78,1,0,0.0,32,42,0.88,6,0.67,1,online,44,1
CLM4268,auto,Side mirror and door dented in a parking lot accident.,7036.38,89,0,0.0,337,30,1.0,7,0.808,0,agent,72,0
CLM4269,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3998.44,105,0,0.0,427,24,0.97,5,0.207,1,online,47,0
CLM4270,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3030.84,58,3,5795.53,902,26,0.97,6,0.239,0,call_center,69,1
CLM4271,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4393.1,82,0,0.0,710,26,0.88,7,0.271,1,agent,25,0
CLM4272,health,Diagnostic tests and consultation fees for ongoing treatment.,1837.89,1,1,851.65,172,50,0.67,3,0.207,1,agent,34,1
CLM4273,property,"Roof damaged during a storm, water leaking into the attic.",14000.78,99,2,4256.54,594,45,0.75,3,0.529,1,online,52,1
CLM4274,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",217.14,93,1,1638.68,972,7,0.92,2,0.305,1,call_center,42,0
CLM4275,health,Diagnostic tests and consultation fees for ongoing treatment.,2464.37,72,4,7189.17,496,0,0.65,7,0.01,0,call_center,65,0
CLM4276,auto,Windshield cracked by a falling branch during a storm.,4341.89,41,1,1853.78,177,51,0.87,4,0.477,1,call_center,22,0
CLM4277,health,"Physiotherapy sessions following a fracture, claiming session costs.",1430.02,91,1,2375.83,982,55,0.55,2,0.372,1,call_center,24,0
CLM4278,auto,Windshield cracked by a falling branch during a storm.,1321.96,96,1,2549.6,663,2,0.78,5,0.3,1,call_center,36,0
CLM4279,travel,Personal belongings stolen from hotel room during vacation.,1061.6,50,0,0.0,190,46,1.0,6,0.412,1,call_center,60,0
CLM4280,travel,Luggage lost by the airline during an international transfer.,357.16,27,0,470.91,79,18,0.83,4,0.17,0,online,47,0
CLM4281,property,"Roof damaged during a storm, water leaking into the attic.",3894.14,15,1,1602.22,894,7,0.77,5,0.467,0,online,47,0
CLM4282,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3146.65,102,0,44.72,115,33,0.8,3,0.257,1,online,34,0
CLM4283,property,"Tree fell on the garage during high winds, structural damage reported.",9413.34,112,1,2872.58,962,26,0.94,4,0.133,0,call_center,38,0
CLM4284,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1270.76,112,1,2166.01,119,19,0.97,3,0.215,0,call_center,21,0
CLM4285,property,"Roof damaged during a storm, water leaking into the attic.",2028.45,40,4,6789.69,977,50,1.0,5,0.265,1,online,34,1
CLM4286,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",2423.6,80,0,0.0,912,18,0.69,5,0.512,0,call_center,54,1
CLM4287,property,"Tree fell on the garage during high winds, structural damage reported.",4214.31,20,0,0.0,505,13,0.9,7,0.302,1,online,66,0
CLM4288,health,Diagnostic tests and consultation fees for ongoing treatment.,2280.57,3,0,528.98,594,56,0.98,5,0.364,0,agent,69,1
CLM4289,property,Pipe burst in the basement causing water damage to furniture.,5576.55,58,0,1095.39,252,30,0.61,3,0.386,1,agent,61,0
CLM4290,health,Diagnostic tests and consultation fees for ongoing treatment.,3595.04,51,0,209.91,237,54,0.61,6,0.477,1,online,55,0
CLM4291,auto,Vehicle stolen from the parking lot overnight.,4551.77,42,0,0.0,905,1,0.88,4,0.256,0,call_center,45,0
CLM4292,property,"Roof damaged during a storm, water leaking into the attic.",8683.76,52,0,0.0,403,33,0.9,6,0.539,1,online,31,0
CLM4293,health,Diagnostic tests and consultation fees for ongoing treatment.,4803.67,82,0,0.0,3,43,0.68,5,0.218,1,agent,71,1
CLM4294,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1532.47,8,1,1833.84,643,51,0.78,3,0.422,1,call_center,55,1
CLM4295,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",5950.71,64,2,4393.33,685,27,0.98,6,0.109,0,call_center,57,0
